record_id,entity_type,cluster_id,canonical_id,is_duplicate,cluster_size,match_type_used
CON001669,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001676,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001681,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001685,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001711,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001714,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001730,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001744,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001748,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001766,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001789,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001806,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001809,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001813,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001816,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001819,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001823,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001835,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001863,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001874,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001881,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001889,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001890,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001912,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001916,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001922,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001927,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001941,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001963,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001969,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON001973,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014005,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014019,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014046,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014064,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014065,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014067,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014071,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014072,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014078,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014093,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014101,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014102,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014113,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014119,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014152,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014164,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014188,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014193,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014205,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014207,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014215,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014222,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014223,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014229,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014230,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014239,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014243,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014254,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014265,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014273,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014280,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014330,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014333,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014336,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014338,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014347,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014352,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014355,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014360,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014365,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014369,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014371,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014378,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014379,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014385,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014396,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014401,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014416,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014418,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014448,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014450,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014453,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014460,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014472,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014480,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014492,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014494,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014496,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014500,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014508,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014510,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014511,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014515,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014525,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014530,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014536,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014546,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014547,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014574,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014583,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014586,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014588,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014605,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014609,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014614,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014616,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014620,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014635,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014640,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014650,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014661,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014662,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014673,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014677,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014686,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014703,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014713,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014718,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014727,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014734,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014738,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014741,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014751,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014757,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014760,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014761,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014772,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014779,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014792,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014799,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014804,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014812,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014815,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014820,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014827,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014863,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014865,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014875,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014884,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014888,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014910,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014920,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014930,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014931,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014935,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014939,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014945,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014963,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014979,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014983,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON014986,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015003,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015005,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015006,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015045,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015050,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015051,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015061,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015066,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015077,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015080,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015101,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015106,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015110,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015143,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015144,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015165,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015169,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015171,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015181,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015187,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015192,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015221,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015231,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015237,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015239,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015250,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015251,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015253,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015257,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015260,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015261,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015265,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015279,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015286,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015309,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015312,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015320,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015323,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015334,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015356,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015357,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015388,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015397,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015400,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015416,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015420,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015422,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015430,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015438,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015444,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015449,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015457,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015462,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015466,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015468,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015478,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015483,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015485,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015492,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015506,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015507,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015539,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015540,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015545,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015547,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015549,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015551,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015556,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015560,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015580,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015583,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015594,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015602,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015616,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015617,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015644,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015649,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015653,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015655,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015658,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015667,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015672,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015695,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015726,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015738,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015742,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015756,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015764,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015766,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015777,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015779,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015784,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015790,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015794,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015795,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015798,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015799,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015802,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015810,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015812,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015819,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015821,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015833,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015835,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015842,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015844,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015876,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015880,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015885,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015904,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015908,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015911,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015924,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015927,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015934,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015940,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015941,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015943,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015949,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015950,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015953,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015958,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015962,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015963,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015972,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015974,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015979,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON015984,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016000,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016004,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016028,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016041,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016043,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016063,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016070,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016071,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016079,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016089,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016095,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016168,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016172,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016177,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016183,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016198,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016208,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
CON016211,CONTACT,CLU_CON_CON000018,CON000018,YES,771,FUZZY
