record_id,entity_type,cluster_id,canonical_id,is_duplicate,cluster_size,match_type_used
LEA000148,LEAD,CLU_LEA_LEA000148,LEA000148,NO,1,NONE
LEA000149,LEAD,CLU_LEA_LEA000149,LEA000149,NO,1,NONE
LEA000150,LEAD,CLU_LEA_LEA000150,LEA000150,NO,1,NONE
LEA000151,LEAD,CLU_LEA_LEA000151,LEA000151,NO,1,NONE
LEA000152,LEAD,CLU_LEA_LEA000152,LEA000152,NO,1,NONE
LEA000153,LEAD,CLU_LEA_LEA000153,LEA000153,NO,1,NONE
LEA000154,LEAD,CLU_LEA_LEA000154,LEA000154,NO,1,NONE
LEA000155,LEAD,CLU_LEA_LEA000155,LEA000155,NO,1,NONE
LEA000156,LEAD,CLU_LEA_LEA000156,LEA000156,NO,1,NONE
LEA000157,LEAD,CLU_LEA_LEA000157,LEA000157,NO,1,NONE
LEA000158,LEAD,CLU_LEA_LEA000158,LEA000158,NO,1,NONE
LEA000159,LEAD,CLU_LEA_LEA000159,LEA000159,NO,1,NONE
LEA000160,LEAD,CLU_LEA_LEA000160,LEA000160,NO,1,NONE
LEA000161,LEAD,CLU_LEA_LEA000161,LEA000161,NO,1,NONE
LEA000162,LEAD,CLU_LEA_LEA000162,LEA000162,NO,1,NONE
LEA000163,LEAD,CLU_LEA_LEA000163,LEA000163,NO,1,NONE
LEA000164,LEAD,CLU_LEA_LEA000164,LEA000164,NO,1,NONE
LEA000165,LEAD,CLU_LEA_LEA000165,LEA000165,NO,1,NONE
LEA000166,LEAD,CLU_LEA_LEA000166,LEA000166,NO,1,NONE
LEA000167,LEAD,CLU_LEA_LEA000167,LEA000167,NO,1,NONE
LEA000168,LEAD,CLU_LEA_LEA000168,LEA000168,NO,1,NONE
LEA000169,LEAD,CLU_LEA_LEA000169,LEA000169,NO,1,NONE
LEA000170,LEAD,CLU_LEA_LEA000170,LEA000170,NO,1,NONE
LEA000171,LEAD,CLU_LEA_LEA000171,LEA000171,NO,1,NONE
LEA000172,LEAD,CLU_LEA_LEA000172,LEA000172,NO,1,NONE
LEA000173,LEAD,CLU_LEA_LEA000173,LEA000173,NO,1,NONE
LEA000174,LEAD,CLU_LEA_LEA000174,LEA000174,NO,1,NONE
LEA000175,LEAD,CLU_LEA_LEA000175,LEA000175,NO,1,NONE
LEA000176,LEAD,CLU_LEA_LEA000176,LEA000176,NO,1,NONE
LEA000177,LEAD,CLU_LEA_LEA000177,LEA000177,NO,1,NONE
LEA000178,LEAD,CLU_LEA_LEA000178,LEA000178,NO,1,NONE
LEA000179,LEAD,CLU_LEA_LEA000179,LEA000179,NO,1,NONE
LEA000180,LEAD,CLU_LEA_LEA000180,LEA000180,NO,1,NONE
LEA000181,LEAD,CLU_LEA_LEA000181,LEA000181,NO,1,NONE
LEA000182,LEAD,CLU_LEA_LEA000182,LEA000182,NO,1,NONE
LEA000183,LEAD,CLU_LEA_LEA000183,LEA000183,NO,1,NONE
LEA000184,LEAD,CLU_LEA_LEA000184,LEA000184,NO,1,NONE
LEA000185,LEAD,CLU_LEA_LEA000185,LEA000185,NO,1,NONE
LEA000186,LEAD,CLU_LEA_LEA000186,LEA000186,NO,1,NONE
LEA000187,LEAD,CLU_LEA_LEA000187,LEA000187,NO,1,NONE
LEA000188,LEAD,CLU_LEA_LEA000188,LEA000188,NO,1,NONE
LEA000189,LEAD,CLU_LEA_LEA000189,LEA000189,NO,1,NONE
LEA000190,LEAD,CLU_LEA_LEA000190,LEA000190,NO,1,NONE
LEA000191,LEAD,CLU_LEA_LEA000191,LEA000191,NO,1,NONE
LEA000192,LEAD,CLU_LEA_LEA000192,LEA000192,NO,1,NONE
LEA000193,LEAD,CLU_LEA_LEA000193,LEA000193,NO,1,NONE
LEA000194,LEAD,CLU_LEA_LEA000194,LEA000194,NO,1,NONE
LEA000195,LEAD,CLU_LEA_LEA000195,LEA000195,NO,1,NONE
LEA000196,LEAD,CLU_LEA_LEA000196,LEA000196,NO,1,NONE
LEA000197,LEAD,CLU_LEA_LEA000197,LEA000197,NO,1,NONE
LEA000198,LEAD,CLU_LEA_LEA000198,LEA000198,NO,1,NONE
LEA000199,LEAD,CLU_LEA_LEA000199,LEA000199,NO,1,NONE
LEA000200,LEAD,CLU_LEA_LEA000200,LEA000200,NO,1,NONE
LEA000201,LEAD,CLU_LEA_LEA000201,LEA000201,NO,1,NONE
LEA000202,LEAD,CLU_LEA_LEA000202,LEA000202,NO,1,NONE
LEA000203,LEAD,CLU_LEA_LEA000203,LEA000203,NO,1,NONE
LEA000204,LEAD,CLU_LEA_LEA000204,LEA000204,NO,1,NONE
LEA000205,LEAD,CLU_LEA_LEA000205,LEA000205,NO,1,NONE
LEA000206,LEAD,CLU_LEA_LEA000206,LEA000206,NO,1,NONE
LEA000207,LEAD,CLU_LEA_LEA000207,LEA000207,NO,1,NONE
LEA000208,LEAD,CLU_LEA_LEA000208,LEA000208,NO,1,NONE
LEA000209,LEAD,CLU_LEA_LEA000209,LEA000209,NO,1,NONE
LEA000210,LEAD,CLU_LEA_LEA000210,LEA000210,NO,1,NONE
LEA000211,LEAD,CLU_LEA_LEA000211,LEA000211,NO,1,NONE
LEA000212,LEAD,CLU_LEA_LEA000212,LEA000212,NO,1,NONE
LEA000213,LEAD,CLU_LEA_LEA000213,LEA000213,NO,1,NONE
LEA000214,LEAD,CLU_LEA_LEA000214,LEA000214,NO,1,NONE
LEA000215,LEAD,CLU_LEA_LEA000215,LEA000215,NO,1,NONE
LEA000216,LEAD,CLU_LEA_LEA000216,LEA000216,NO,1,NONE
LEA000217,LEAD,CLU_LEA_LEA000217,LEA000217,NO,1,NONE
LEA000218,LEAD,CLU_LEA_LEA000218,LEA000218,NO,1,NONE
LEA000219,LEAD,CLU_LEA_LEA000219,LEA000219,NO,1,NONE
LEA000220,LEAD,CLU_LEA_LEA000220,LEA000220,NO,1,NONE
LEA000221,LEAD,CLU_LEA_LEA000221,LEA000221,NO,1,NONE
LEA000222,LEAD,CLU_LEA_LEA000222,LEA000222,NO,1,NONE
LEA000223,LEAD,CLU_LEA_LEA000223,LEA000223,NO,1,NONE
LEA000224,LEAD,CLU_LEA_LEA000224,LEA000224,NO,1,NONE
LEA000225,LEAD,CLU_LEA_LEA000225,LEA000225,NO,1,NONE
LEA000226,LEAD,CLU_LEA_LEA000226,LEA000226,NO,1,NONE
LEA000227,LEAD,CLU_LEA_LEA000227,LEA000227,NO,1,NONE
LEA000228,LEAD,CLU_LEA_LEA000228,LEA000228,NO,1,NONE
LEA000229,LEAD,CLU_LEA_LEA000229,LEA000229,NO,1,NONE
LEA000230,LEAD,CLU_LEA_LEA000230,LEA000230,NO,1,NONE
LEA000231,LEAD,CLU_LEA_LEA000231,LEA000231,NO,1,NONE
LEA000232,LEAD,CLU_LEA_LEA000232,LEA000232,NO,1,NONE
LEA000233,LEAD,CLU_LEA_LEA000233,LEA000233,NO,1,NONE
LEA000234,LEAD,CLU_LEA_LEA000234,LEA000234,NO,1,NONE
LEA000235,LEAD,CLU_LEA_LEA000235,LEA000235,NO,1,NONE
LEA000236,LEAD,CLU_LEA_LEA000236,LEA000236,NO,1,NONE
LEA000237,LEAD,CLU_LEA_LEA000237,LEA000237,NO,1,NONE
LEA000238,LEAD,CLU_LEA_LEA000238,LEA000238,NO,1,NONE
LEA000239,LEAD,CLU_LEA_LEA000239,LEA000239,NO,1,NONE
LEA000240,LEAD,CLU_LEA_LEA000240,LEA000240,NO,1,NONE
LEA000241,LEAD,CLU_LEA_LEA000241,LEA000241,NO,1,NONE
LEA000242,LEAD,CLU_LEA_LEA000242,LEA000242,NO,1,NONE
LEA000243,LEAD,CLU_LEA_LEA000243,LEA000243,NO,1,NONE
LEA000244,LEAD,CLU_LEA_LEA000244,LEA000244,NO,1,NONE
LEA000245,LEAD,CLU_LEA_LEA000245,LEA000245,NO,1,NONE
LEA000246,LEAD,CLU_LEA_LEA000246,LEA000246,NO,1,NONE
LEA000247,LEAD,CLU_LEA_LEA000247,LEA000247,NO,1,NONE
LEA000248,LEAD,CLU_LEA_LEA000248,LEA000248,NO,1,NONE
LEA000249,LEAD,CLU_LEA_LEA000249,LEA000249,NO,1,NONE
LEA000250,LEAD,CLU_LEA_LEA000250,LEA000250,NO,1,NONE
LEA000251,LEAD,CLU_LEA_LEA000251,LEA000251,NO,1,NONE
LEA000252,LEAD,CLU_LEA_LEA000252,LEA000252,NO,1,NONE
LEA000253,LEAD,CLU_LEA_LEA000253,LEA000253,NO,1,NONE
LEA000254,LEAD,CLU_LEA_LEA000254,LEA000254,NO,1,NONE
LEA000255,LEAD,CLU_LEA_LEA000255,LEA000255,NO,1,NONE
LEA000256,LEAD,CLU_LEA_LEA000256,LEA000256,NO,1,NONE
LEA000257,LEAD,CLU_LEA_LEA000257,LEA000257,NO,1,NONE
LEA000258,LEAD,CLU_LEA_LEA000258,LEA000258,NO,1,NONE
LEA000259,LEAD,CLU_LEA_LEA000259,LEA000259,NO,1,NONE
LEA000260,LEAD,CLU_LEA_LEA000260,LEA000260,NO,1,NONE
LEA000261,LEAD,CLU_LEA_LEA000261,LEA000261,NO,1,NONE
LEA000262,LEAD,CLU_LEA_LEA000262,LEA000262,NO,1,NONE
LEA000263,LEAD,CLU_LEA_LEA000263,LEA000263,NO,1,NONE
LEA000264,LEAD,CLU_LEA_LEA000264,LEA000264,NO,1,NONE
LEA000265,LEAD,CLU_LEA_LEA000265,LEA000265,NO,1,NONE
LEA000266,LEAD,CLU_LEA_LEA000266,LEA000266,NO,1,NONE
LEA000267,LEAD,CLU_LEA_LEA000267,LEA000267,NO,1,NONE
LEA000268,LEAD,CLU_LEA_LEA000268,LEA000268,NO,1,NONE
LEA000269,LEAD,CLU_LEA_LEA000269,LEA000269,NO,1,NONE
LEA000270,LEAD,CLU_LEA_LEA000270,LEA000270,NO,1,NONE
LEA000271,LEAD,CLU_LEA_LEA000271,LEA000271,NO,1,NONE
LEA000272,LEAD,CLU_LEA_LEA000272,LEA000272,NO,1,NONE
LEA000273,LEAD,CLU_LEA_LEA000273,LEA000273,NO,1,NONE
LEA000274,LEAD,CLU_LEA_LEA000274,LEA000274,NO,1,NONE
LEA000275,LEAD,CLU_LEA_LEA000275,LEA000275,NO,1,NONE
LEA000276,LEAD,CLU_LEA_LEA000276,LEA000276,NO,1,NONE
LEA000277,LEAD,CLU_LEA_LEA000277,LEA000277,NO,1,NONE
LEA000278,LEAD,CLU_LEA_LEA000278,LEA000278,NO,1,NONE
LEA000279,LEAD,CLU_LEA_LEA000279,LEA000279,NO,1,NONE
LEA000280,LEAD,CLU_LEA_LEA000280,LEA000280,NO,1,NONE
LEA000281,LEAD,CLU_LEA_LEA000281,LEA000281,NO,1,NONE
LEA000282,LEAD,CLU_LEA_LEA000282,LEA000282,NO,1,NONE
LEA000283,LEAD,CLU_LEA_LEA000283,LEA000283,NO,1,NONE
LEA000284,LEAD,CLU_LEA_LEA000284,LEA000284,NO,1,NONE
LEA000285,LEAD,CLU_LEA_LEA000285,LEA000285,NO,1,NONE
LEA000286,LEAD,CLU_LEA_LEA000286,LEA000286,NO,1,NONE
LEA000287,LEAD,CLU_LEA_LEA000287,LEA000287,NO,1,NONE
LEA000288,LEAD,CLU_LEA_LEA000288,LEA000288,NO,1,NONE
LEA000289,LEAD,CLU_LEA_LEA000289,LEA000289,NO,1,NONE
LEA000290,LEAD,CLU_LEA_LEA000290,LEA000290,NO,1,NONE
LEA000291,LEAD,CLU_LEA_LEA000291,LEA000291,NO,1,NONE
LEA000292,LEAD,CLU_LEA_LEA000292,LEA000292,NO,1,NONE
LEA000293,LEAD,CLU_LEA_LEA000293,LEA000293,NO,1,NONE
LEA000294,LEAD,CLU_LEA_LEA000294,LEA000294,NO,1,NONE
LEA000295,LEAD,CLU_LEA_LEA000295,LEA000295,NO,1,NONE
LEA000296,LEAD,CLU_LEA_LEA000296,LEA000296,NO,1,NONE
LEA000297,LEAD,CLU_LEA_LEA000297,LEA000297,NO,1,NONE
LEA000298,LEAD,CLU_LEA_LEA000298,LEA000298,NO,1,NONE
LEA000299,LEAD,CLU_LEA_LEA000299,LEA000299,NO,1,NONE
LEA000300,LEAD,CLU_LEA_LEA000300,LEA000300,NO,1,NONE
LEA000301,LEAD,CLU_LEA_LEA000301,LEA000301,NO,1,NONE
LEA000302,LEAD,CLU_LEA_LEA000302,LEA000302,NO,1,NONE
LEA000303,LEAD,CLU_LEA_LEA000303,LEA000303,NO,1,NONE
LEA000304,LEAD,CLU_LEA_LEA000304,LEA000304,NO,1,NONE
LEA000305,LEAD,CLU_LEA_LEA000305,LEA000305,NO,1,NONE
LEA000306,LEAD,CLU_LEA_LEA000306,LEA000306,NO,1,NONE
LEA000307,LEAD,CLU_LEA_LEA000307,LEA000307,NO,1,NONE
LEA000308,LEAD,CLU_LEA_LEA000308,LEA000308,NO,1,NONE
LEA000309,LEAD,CLU_LEA_LEA000309,LEA000309,NO,1,NONE
LEA000310,LEAD,CLU_LEA_LEA000310,LEA000310,NO,1,NONE
LEA000311,LEAD,CLU_LEA_LEA000311,LEA000311,NO,1,NONE
LEA000312,LEAD,CLU_LEA_LEA000312,LEA000312,NO,1,NONE
LEA000313,LEAD,CLU_LEA_LEA000313,LEA000313,NO,1,NONE
LEA000314,LEAD,CLU_LEA_LEA000314,LEA000314,NO,1,NONE
LEA000315,LEAD,CLU_LEA_LEA000315,LEA000315,NO,1,NONE
LEA000316,LEAD,CLU_LEA_LEA000316,LEA000316,NO,1,NONE
LEA000317,LEAD,CLU_LEA_LEA000317,LEA000317,NO,1,NONE
LEA000318,LEAD,CLU_LEA_LEA000318,LEA000318,NO,1,NONE
LEA000319,LEAD,CLU_LEA_LEA000319,LEA000319,NO,1,NONE
LEA000320,LEAD,CLU_LEA_LEA000320,LEA000320,NO,1,NONE
LEA000321,LEAD,CLU_LEA_LEA000321,LEA000321,NO,1,NONE
LEA000322,LEAD,CLU_LEA_LEA000322,LEA000322,NO,1,NONE
LEA000323,LEAD,CLU_LEA_LEA000323,LEA000323,NO,1,NONE
LEA000324,LEAD,CLU_LEA_LEA000324,LEA000324,NO,1,NONE
LEA000325,LEAD,CLU_LEA_LEA000325,LEA000325,NO,1,NONE
LEA000326,LEAD,CLU_LEA_LEA000326,LEA000326,NO,1,NONE
LEA000327,LEAD,CLU_LEA_LEA000327,LEA000327,NO,1,NONE
LEA000328,LEAD,CLU_LEA_LEA000328,LEA000328,NO,1,NONE
LEA000329,LEAD,CLU_LEA_LEA000329,LEA000329,NO,1,NONE
LEA000330,LEAD,CLU_LEA_LEA000330,LEA000330,NO,1,NONE
LEA000331,LEAD,CLU_LEA_LEA000331,LEA000331,NO,1,NONE
LEA000332,LEAD,CLU_LEA_LEA000332,LEA000332,NO,1,NONE
LEA000333,LEAD,CLU_LEA_LEA000333,LEA000333,NO,1,NONE
LEA000334,LEAD,CLU_LEA_LEA000334,LEA000334,NO,1,NONE
LEA000335,LEAD,CLU_LEA_LEA000335,LEA000335,NO,1,NONE
LEA000336,LEAD,CLU_LEA_LEA000336,LEA000336,NO,1,NONE
LEA000337,LEAD,CLU_LEA_LEA000337,LEA000337,NO,1,NONE
LEA000338,LEAD,CLU_LEA_LEA000338,LEA000338,NO,1,NONE
LEA000339,LEAD,CLU_LEA_LEA000339,LEA000339,NO,1,NONE
LEA000340,LEAD,CLU_LEA_LEA000340,LEA000340,NO,1,NONE
LEA000341,LEAD,CLU_LEA_LEA000341,LEA000341,NO,1,NONE
LEA000342,LEAD,CLU_LEA_LEA000342,LEA000342,NO,1,NONE
LEA000343,LEAD,CLU_LEA_LEA000343,LEA000343,NO,1,NONE
LEA000344,LEAD,CLU_LEA_LEA000344,LEA000344,NO,1,NONE
LEA000345,LEAD,CLU_LEA_LEA000345,LEA000345,NO,1,NONE
LEA000346,LEAD,CLU_LEA_LEA000346,LEA000346,NO,1,NONE
LEA000347,LEAD,CLU_LEA_LEA000347,LEA000347,NO,1,NONE
LEA000348,LEAD,CLU_LEA_LEA000348,LEA000348,NO,1,NONE
